Method;Start_X0;Start_X1;Opt_X0;Opt_X1;Func_Value;Func_Calls;Step_Size
Rosen;-0.533989;-0.912435;-0.774716;-0.774716;1,23967;181;0.22
Rosen;0.228551;-0.808403;1.16999e-07;-0.774715;0,619837;185;0.22
Rosen;-0.945996;0.219017;-0.774716;-3.86848e-09;0,619837;181;0.22
Rosen;0.519593;0.579126;0.774716;0.774715;1,23967;169;0.22
Rosen;0.870744;-0.0145601;0.774716;-1.5454e-07;0,619837;169;0.22
Rosen;-0.391461;-0.910081;1.9336e-08;-0.774716;0,619837;193;0.22
Rosen;0.337017;-0.888664;0.774715;-0.774716;1,23967;177;0.22
Rosen;0.125259;0.931148;4.06282e-08;0.774716;0,619837;181;0.22
Rosen;-0.303422;0.408171;4.55951e-07;0.774716;0,619837;193;0.22
Rosen;0.108144;-0.0811;-4.37728e-07;-8.83093e-08;6,35E-12;177;0.22
Rosen;-0.0155029;-0.377353;-3.40117e-07;2.18069e-07;5,20E-12;185;0.22
Rosen;-0.0422699;-0.738684;-1.92535e-07;-0.774716;0,619837;165;0.22
Rosen;-0.743953;-0.809848;-0.774716;-0.774716;1,23967;165;0.22
Rosen;0.0490848;-0.0995207;2.30723e-07;-3.92e-07;6,59E-12;161;0.22
Rosen;-0.83105;0.560494;-0.774716;0.774716;1,23967;177;0.22
Rosen;0.862718;-0.192857;0.774716;-4.82905e-07;0,619837;181;0.22
Rosen;0.0867698;-0.345223;2.12813e-07;5.73831e-07;1,19E-11;161;0.22
Rosen;-0.0678615;-0.99051;5.71041e-07;-0.774716;0,619837;185;0.22
Rosen;0.856154;0.62871;0.774716;0.774715;1,23967;173;0.22
Rosen;-0.579654;0.165765;-0.774715;-2.54467e-08;0,619837;169;0.22
Rosen;-0.613452;-0.900444;-0.774716;-0.774716;1,23967;181;0.22
Rosen;-0.829114;0.137985;-0.774716;-2.48301e-07;0,619837;165;0.22
Rosen;0.604649;0.746954;0.774715;0.774716;1,23967;181;0.22
Rosen;-0.300912;-0.385146;-6.2175e-08;-6.65328e-07;1,42E-11;185;0.22
Rosen;0.479936;-0.158346;0.774716;-2.22332e-07;0,619837;169;0.22
Rosen;-0.797115;-0.548555;-0.774716;-0.774716;1,23967;161;0.22
Rosen;-0.698264;0.817863;-0.774716;0.774716;1,23967;193;0.22
Rosen;0.678066;0.14445;0.774716;3.96043e-07;0,619837;173;0.22
Rosen;0.541765;0.665304;0.774716;0.774716;1,23967;149;0.22
Rosen;0.673249;-0.251306;0.774715;4.39723e-07;0,619837;161;0.22
Rosen;-0.258387;-0.277054;1.86691e-07;1.08453e-07;1,48E-12;173;0.22
Rosen;0.74849;0.0660004;0.774716;-4.47923e-07;0,619837;165;0.22
Rosen;0.546522;0.47718;0.774716;0.774715;1,23967;177;0.22
Rosen;0.929578;-0.050678;0.774715;4.26843e-07;0,619837;177;0.22
Rosen;0.394226;0.111891;0.774716;-1.42969e-08;0,619837;193;0.22
Rosen;0.61026;0.403201;0.774716;0.774716;1,23967;193;0.22
Rosen;0.0900866;-0.718505;-1.94282e-07;-0.774716;0,619837;157;0.22
Rosen;0.294283;0.65799;2.33981e-07;0.774715;0,619837;193;0.22
Rosen;0.631756;0.983983;0.774715;0.774716;1,23967;213;0.22
Rosen;0.442856;-0.791186;0.774715;-0.774716;1,23967;165;0.22
Rosen;0.468607;0.585573;0.774716;0.774716;1,23967;177;0.22
Rosen;-0.966053;-0.202321;-0.774716;-3.20455e-07;0,619837;173;0.22
Rosen;0.103822;0.00462799;2.97012e-07;-4.59912e-07;9,54E-12;165;0.22
Rosen;-0.404094;0.802374;6.46311e-08;0.774716;0,619837;161;0.22
Rosen;0.347301;0.960214;0.774715;0.774715;1,23967;177;0.22
Rosen;0.71363;0.599207;0.774716;0.774716;1,23967;165;0.22
Rosen;0.78478;0.613966;0.774715;0.774716;1,23967;165;0.22
Rosen;0.616114;0.248634;0.774715;8.70021e-08;0,619837;173;0.22
Rosen;-0.228887;0.363765;1.10462e-07;0.774715;0,619837;189;0.22
Rosen;0.82926;0.954781;0.774716;0.774715;1,23967;177;0.22
Rosen;0.252653;-0.727635;-3.75415e-07;-0.774715;0,619837;161;0.22
Rosen;-0.743904;0.0622492;-0.774716;-9.53697e-08;0,619837;185;0.22
Rosen;0.52489;-0.487527;0.774716;-3.99977e-07;0,619837;157;0.22
Rosen;-0.416704;0.799884;4.38774e-07;0.774716;0,619837;173;0.22
Rosen;0.464832;-0.0849752;0.774717;-6.89686e-08;0,619837;201;0.22
Rosen;-0.334651;-0.910207;3.79269e-07;-0.774716;0,619837;185;0.22
Rosen;-0.494974;0.974009;3.94215e-08;0.774715;0,619837;165;0.22
Rosen;0.445317;0.0834399;0.774715;1.68556e-07;0,619837;177;0.22
Rosen;0.402486;-0.138437;0.774716;-2.22631e-08;0,619837;201;0.22
Rosen;-0.366881;0.144088;-3.55764e-07;2.17642e-08;4,05E-12;197;0.22
Rosen;-0.972275;0.341667;-0.774716;0.774716;1,23967;173;0.22
Rosen;-0.507425;-0.557577;-4.4022e-07;-0.774716;0,619837;181;0.22
Rosen;-0.0757701;-0.856968;3.57138e-07;-0.774716;0,619837;177;0.22
Rosen;-0.0804697;0.222278;-4.36113e-07;-1.41063e-07;6,69E-12;161;0.22
Rosen;0.997307;0.281854;0.774716;3.87869e-07;0,619837;165;0.22
Rosen;0.159703;-0.823596;-1.95481e-07;-0.774716;0,619837;181;0.22
Rosen;0.521575;-0.115307;0.774716;3.96507e-07;0,619837;177;0.22
Rosen;0.527961;0.771761;0.774715;0.774716;1,23967;185;0.22
Rosen;0.464767;-0.656284;0.774716;-0.774716;1,23967;181;0.22
Rosen;0.628868;-0.435764;0.774716;-1.14565e-07;0,619837;185;0.22
Rosen;0.125114;-0.781612;5.80969e-07;-0.774716;0,619837;181;0.22
Rosen;0.726977;0.739961;0.774716;0.774715;1,23967;181;0.22
Rosen;0.249056;-0.397172;1.91395e-07;5.69424e-07;1,15E-11;181;0.22
Rosen;-0.828666;0.954643;-0.774716;0.774716;1,23967;181;0.22
Rosen;0.769189;0.531059;0.774716;0.774716;1,23967;153;0.22
Rosen;-0.377588;-0.448043;3.76521e-07;-4.05319e-08;4,57E-12;193;0.22
Rosen;-0.620868;-0.043866;-0.774716;1.94017e-07;0,619837;153;0.22
Rosen;-0.558283;0.830974;-0.774716;0.774715;1,23967;177;0.22
Rosen;0.50689;0.00424168;0.774716;3.68093e-08;0,619837;169;0.22
Rosen;-0.996231;-0.339466;-0.774716;-4.66895e-07;0,619837;165;0.22
Rosen;-0.938656;-0.916147;-0.774716;-0.774716;1,23967;193;0.22
Rosen;-0.0802127;-0.757068;4.65514e-07;-0.774716;0,619837;177;0.22
Rosen;0.591617;0.0463801;0.774715;7.0613e-08;0,619837;173;0.22
Rosen;0.38559;-0.467398;0.774716;3.34102e-09;0,619837;213;0.22
Rosen;-0.388517;0.578215;2.37969e-07;0.774716;0,619837;169;0.22
Rosen;-0.638335;-0.522287;-0.774716;3.74838e-07;0,619837;189;0.22
Rosen;-0.635924;0.0713949;-0.774716;-4.90283e-07;0,619837;197;0.22
Rosen;-0.165327;0.825873;3.00825e-07;0.774715;0,619837;177;0.22
Rosen;0.539597;-0.680632;0.774716;-0.774716;1,23967;177;0.22
Rosen;-0.55294;0.879721;-0.774716;0.774715;1,23967;165;0.22
Rosen;0.000799299;0.11413;7.89867e-09;-4.48437e-07;6,41E-12;185;0.22
Rosen;-0.762906;0.283108;-0.774716;4.14463e-07;0,619837;177;0.22
Rosen;-0.611925;0.596717;-0.774716;0.774715;1,23967;181;0.22
Rosen;0.333744;-0.62915;0.774716;-0.774716;1,23967;185;0.22
Rosen;0.317556;-0.209634;0.774716;-3.15699e-07;0,619837;161;0.22
Rosen;0.430698;0.312085;0.774716;0.774716;1,23967;181;0.22
Rosen;0.564907;-0.76492;0.774715;-0.774716;1,23967;141;0.22
HJ;-0.249794;0.556393;1.63726e-07;5.13609e-08;9,37E-13;137;0.44
HJ;0.732649;0.489722;0.774715;0.774716;1,23967;129;0.44
HJ;-0.449301;0.73847;-3.34408e-07;0.774716;0,619837;127;0.44
HJ;-0.533989;-0.912435;-6.0244e-07;-0.774716;0,619837;161;0.44
HJ;0.228551;-0.808403;0.774716;-0.774716;1,23967;116;0.44
HJ;-0.945996;0.219017;-0.774716;0.774716;1,23967;161;0.44
HJ;0.519593;0.579126;0.774716;-1.59387e-07;0,619837;164;0.44
HJ;0.870744;-0.0145601;0.774716;-3.79267e-08;0,619837;150;0.44
HJ;-0.391461;-0.910081;-3.41628e-07;-0.774716;0,619837;149;0.44
HJ;0.337017;-0.888664;0.774716;-0.774716;1,23967;144;0.44
HJ;0.125259;0.931148;-3.55886e-08;0.774716;0,619837;135;0.44
HJ;-0.303422;0.408171;-4.6088e-07;0.774716;0,619837;169;0.44
HJ;0.108144;-0.0811;-4.13729e-07;2.69566e-07;7,76E-12;113;0.44
HJ;-0.0155029;-0.377353;5.68714e-07;7.75739e-08;1,05E-11;144;0.44
HJ;-0.0422699;-0.738684;-1.03141e-07;-0.774716;0,619837;131;0.44
HJ;-0.743953;-0.809848;-0.774716;-0.774715;1,23967;141;0.44
HJ;0.0490848;-0.0995207;1.86633e-07;1.34155e-07;1,68E-12;131;0.44
HJ;-0.83105;0.560494;-0.774715;-5.87051e-07;0,619837;145;0.44
HJ;0.862718;-0.192857;0.774716;-6.98638e-08;0,619837;141;0.44
HJ;0.0867698;-0.345223;1.36035e-07;1.74958e-08;5,99E-13;145;0.44
HJ;-0.0678615;-0.99051;-3.16709e-07;3.98925e-08;3,24E-12;124;0.44
HJ;0.856154;0.62871;0.774716;-9.62426e-08;0,619837;141;0.44
HJ;-0.579654;0.165765;2.90967e-07;5.26513e-07;1,15E-11;138;0.44
HJ;-0.613452;-0.900444;4.11145e-08;-0.774715;0,619837;154;0.44
HJ;-0.829114;0.137985;-0.774715;-4.15274e-07;0,619837;148;0.44
HJ;0.604649;0.746954;-2.59984e-08;0.774716;0,619837;149;0.44
HJ;-0.300912;-0.385146;-5.50294e-07;-2.02674e-07;1,10E-11;154;0.44
HJ;0.479936;-0.158346;0.774715;1.11522e-07;0,619837;140;0.44
HJ;-0.797115;-0.548555;-0.774716;-2.92564e-07;0,619837;117;0.44
HJ;-0.698264;0.817863;-0.774715;0.774716;1,23967;132;0.44
HJ;0.678066;0.14445;0.774716;1.15393e-07;0,619837;137;0.44
HJ;0.541765;0.665304;3.38782e-07;0.774716;0,619837;149;0.44
HJ;0.673249;-0.251306;0.774716;8.12937e-08;0,619837;146;0.44
HJ;-0.258387;-0.277054;-2.87288e-07;2.88383e-07;5,28E-12;139;0.44
HJ;0.74849;0.0660004;0.774716;5.70633e-07;0,619837;145;0.44
HJ;0.546522;0.47718;-1.28782e-07;1.473e-07;1,22E-12;136;0.44
HJ;0.929578;-0.050678;0.774716;-6.07034e-08;0,619837;140;0.44
HJ;0.394226;0.111891;0.774716;-4.90758e-07;0,619837;149;0.44
HJ;0.61026;0.403201;-1.33446e-07;0.774716;0,619837;163;0.44
HJ;0.0900866;-0.718505;-1.22939e-07;-0.774716;0,619837;132;0.44
HJ;0.294283;0.65799;0.774716;0.774716;1,23967;125;0.44
HJ;0.631756;0.983983;2.89841e-07;-3.08176e-07;5,70E-12;160;0.44
HJ;0.442856;-0.791186;0.774716;-0.774716;1,23967;129;0.44
HJ;0.468607;0.585573;0.774716;-3.96489e-07;0,619837;169;0.44
HJ;-0.966053;-0.202321;-0.774716;6.40949e-08;0,619837;124;0.44
HJ;0.103822;0.00462799;5.40868e-07;1.74888e-07;1,03E-11;132;0.44
HJ;-0.404094;0.802374;-2.65573e-07;0.774716;0,619837;149;0.44
HJ;0.347301;0.960214;0.774716;0.774716;1,23967;160;0.44
HJ;0.71363;0.599207;0.774715;-5.08213e-07;0,619837;146;0.44
HJ;0.78478;0.613966;0.774716;5.33552e-07;0,619837;137;0.44
HJ;0.616114;0.248634;-1.14522e-07;0.774715;0,619837;142;0.44
HJ;-0.228887;0.363765;0.774715;0.774716;1,23967;163;0.44
HJ;0.82926;0.954781;0.774715;0.774716;1,23967;145;0.44
HJ;0.252653;-0.727635;0.774716;-0.774716;1,23967;140;0.44
HJ;-0.743904;0.0622492;-0.774716;6.07328e-09;0,619837;132;0.44
HJ;0.52489;-0.487527;0.774715;-4.76068e-07;0,619837;140;0.44
HJ;-0.416704;0.799884;6.09526e-07;0.774716;0,619837;145;0.44
HJ;0.464832;-0.0849752;0.774716;-2.95075e-07;0,619837;135;0.44
HJ;-0.334651;-0.910207;3.0607e-07;-0.774715;0,619837;143;0.44
HJ;-0.494974;0.974009;4.17387e-08;0.774716;0,619837;139;0.44
HJ;0.445317;0.0834399;0.774716;-5.17741e-07;0,619837;146;0.44
HJ;0.402486;-0.138437;0.774715;2.71494e-07;0,619837;148;0.44
HJ;-0.366881;0.144088;1.67707e-07;1.39445e-07;1,51E-12;150;0.44
HJ;-0.972275;0.341667;-0.774716;0.774716;1,23967;131;0.44
HJ;-0.507425;-0.557577;-1.9347e-07;4.56698e-08;1,26E-12;137;0.44
HJ;-0.0757701;-0.856968;-7.21302e-08;-0.774716;0,619837;142;0.44
HJ;-0.0804697;0.222278;1.50968e-07;0.774715;0,619837;153;0.44
HJ;0.997307;0.281854;-4.48019e-07;0.774716;0,619837;155;0.44
HJ;0.159703;-0.823596;-5.40529e-07;-0.774716;0,619837;128;0.44
HJ;0.521575;-0.115307;0.774716;-2.81912e-07;0,619837;145;0.44
HJ;0.527961;0.771761;0.774716;0.774716;1,23967;139;0.44
HJ;0.464767;-0.656284;0.774716;-0.774716;1,23967;145;0.44
HJ;0.628868;-0.435764;5.26443e-07;4.74456e-07;1,60E-11;150;0.44
HJ;0.125114;-0.781612;-4.84595e-07;-0.774715;0,619837;136;0.44
HJ;0.726977;0.739961;0.774716;0.774716;1,23967;126;0.44
HJ;0.249056;-0.397172;0.774716;-6.13293e-07;0,619837;131;0.44
HJ;-0.828666;0.954643;-0.774716;0.774716;1,23967;122;0.44
HJ;0.769189;0.531059;0.774716;0.774716;1,23967;120;0.44
HJ;-0.377588;-0.448043;6.35978e-08;3.72632e-07;4,55E-12;133;0.44
HJ;-0.620868;-0.043866;7.2852e-08;-5.79559e-07;1,09E-11;117;0.44
HJ;-0.558283;0.830974;2.38838e-07;0.774715;0,619837;150;0.44
HJ;0.50689;0.00424168;0.774716;-3.1916e-07;0,619837;135;0.44
HJ;-0.996231;-0.339466;3.08104e-07;3.66905e-07;7,31E-12;147;0.44
HJ;-0.938656;-0.916147;-0.774716;-0.774716;1,23967;140;0.44
HJ;-0.0802127;-0.757068;-6.15624e-07;-0.774716;0,619837;125;0.44
HJ;0.591617;0.0463801;-3.74543e-07;1.28982e-07;5,00E-12;160;0.44
HJ;0.38559;-0.467398;0.774716;3.75698e-07;0,619837;151;0.44
HJ;-0.388517;0.578215;-5.29975e-07;-6.00106e-08;9,06E-12;174;0.44
HJ;-0.638335;-0.522287;4.68612e-07;2.588e-07;9,13E-12;114;0.44
HJ;-0.635924;0.0713949;-9.0219e-08;9.33945e-08;5,37E-13;122;0.44
HJ;-0.165327;0.825873;4.42037e-07;0.774715;0,619837;136;0.44
HJ;0.539597;-0.680632;-1.57828e-07;-0.774716;0,619837;152;0.44
HJ;-0.55294;0.879721;3.7248e-07;0.774716;0,619837;157;0.44
HJ;0.000799299;0.11413;-4.78327e-07;1.28341e-07;7,81E-12;120;0.44
HJ;-0.762906;0.283108;-0.774716;0.774716;1,23967;144;0.44
HJ;-0.611925;0.596717;1.65386e-07;1.37643e-07;1,47E-12;152;0.44
HJ;0.333744;-0.62915;0.774715;-6.3096e-08;0,619837;117;0.44
HJ;0.317556;-0.209634;0.774716;-0.774716;1,23967;149;0.44
HJ;0.430698;0.312085;0.774716;-2.92595e-07;0,619837;126;0.44
HJ;0.564907;-0.76492;-6.15756e-07;-0.774715;0,619837;146;0.44
Rosen;-0.249794;0.556393;5.14866e-07;-3.45878e-08;8,48E-12;201;0.44
Rosen;0.732649;0.489722;0.774716;0.774715;1,23967;209;0.44
Rosen;-0.449301;0.73847;-2.20226e-07;0.774716;0,619837;169;0.44
Rosen;-0.533989;-0.912435;4.91463e-07;-0.774716;0,619837;197;0.44
Rosen;0.228551;-0.808403;1.40604e-07;-0.774715;0,619837;161;0.44
Rosen;-0.945996;0.219017;-0.774716;2.10877e-07;0,619837;209;0.44
Rosen;0.519593;0.579126;0.774716;-5.3457e-08;0,619837;201;0.44
Rosen;0.870744;-0.0145601;0.774716;3.48337e-07;0,619837;149;0.44
Rosen;-0.391461;-0.910081;-1.17064e-07;-0.774715;0,619837;181;0.44
Rosen;0.337017;-0.888664;0.774715;-0.774716;1,23967;165;0.44
Rosen;0.125259;0.931148;1.37277e-07;0.774715;0,619837;181;0.44
Rosen;-0.303422;0.408171;3.60618e-07;0.774716;0,619837;181;0.44
Rosen;0.108144;-0.0811;1.37694e-07;2.46378e-07;2,54E-12;193;0.44
Rosen;-0.0155029;-0.377353;-4.20283e-08;4.82862e-07;7,48E-12;181;0.44
Rosen;-0.0422699;-0.738684;4.18795e-07;-0.774716;0,619837;161;0.44
Rosen;-0.743953;-0.809848;-0.774715;-0.774716;1,23967;185;0.44
Rosen;0.0490848;-0.0995207;2.95336e-07;5.04804e-07;1,09E-11;169;0.44
Rosen;-0.83105;0.560494;-0.774716;1.69393e-07;0,619837;165;0.44
Rosen;0.862718;-0.192857;0.774716;4.64447e-07;0,619837;181;0.44
Rosen;0.0867698;-0.345223;-6.51299e-07;-1.47349e-07;1,42E-11;201;0.44
Rosen;-0.0678615;-0.99051;2.69083e-07;2.30338e-07;4,00E-12;173;0.44
Rosen;0.856154;0.62871;0.774716;2.05048e-07;0,619837;169;0.44
Rosen;-0.579654;0.165765;4.29438e-07;2.79999e-07;8,37E-12;165;0.44
Rosen;-0.613452;-0.900444;-2.83317e-07;-0.774716;0,619837;185;0.44
Rosen;-0.829114;0.137985;-0.774716;6.04423e-07;0,619837;153;0.44
Rosen;0.604649;0.746954;-2.21931e-07;0.774716;0,619837;185;0.44
Rosen;-0.300912;-0.385146;-2.17427e-07;4.70827e-07;8,56E-12;213;0.44
Rosen;0.479936;-0.158346;0.774715;-6.10054e-08;0,619837;197;0.44
Rosen;-0.797115;-0.548555;-0.774716;2.92719e-08;0,619837;197;0.44
Rosen;-0.698264;0.817863;-0.774716;0.774715;1,23967;161;0.44
Rosen;0.678066;0.14445;0.774716;3.26276e-07;0,619837;197;0.44
Rosen;0.541765;0.665304;-2.0536e-07;0.774716;0,619837;209;0.44
Rosen;0.673249;-0.251306;0.774716;3.27679e-07;0,619837;181;0.44
Rosen;-0.258387;-0.277054;4.33871e-07;5.98946e-07;1,74E-11;181;0.44
Rosen;0.74849;0.0660004;0.774716;-1.88767e-07;0,619837;173;0.44
Rosen;0.546522;0.47718;4.49945e-07;0.774716;0,619837;193;0.44
Rosen;0.929578;-0.050678;0.774715;2.77277e-07;0,619837;161;0.44
Rosen;0.394226;0.111891;0.774716;-5.3921e-07;0,619837;181;0.44
Rosen;0.61026;0.403201;1.79025e-07;0.774716;0,619837;193;0.44
Rosen;0.0900866;-0.718505;-3.62098e-07;-0.774716;0,619837;161;0.44
Rosen;0.294283;0.65799;0.774716;0.774715;1,23967;177;0.44
Rosen;0.631756;0.983983;2.1694e-07;2.16055e-07;2,98E-12;193;0.44
Rosen;0.442856;-0.791186;0.774716;-0.774715;1,23967;161;0.44
Rosen;0.468607;0.585573;0.774716;3.98859e-07;0,619837;169;0.44
Rosen;-0.966053;-0.202321;-0.774715;-2.74108e-07;0,619837;185;0.44
Rosen;0.103822;0.00462799;6.08005e-07;5.40517e-09;1,18E-11;185;0.44
Rosen;-0.404094;0.802374;-5.59079e-07;0.774716;0,619837;165;0.44
Rosen;0.347301;0.960214;0.774716;0.774716;1,23967;177;0.44
Rosen;0.71363;0.599207;0.774715;4.96184e-07;0,619837;169;0.44
Rosen;0.78478;0.613966;0.774716;3.45505e-07;0,619837;169;0.44
Rosen;0.616114;0.248634;-2.04172e-07;-5.38915e-07;1,06E-11;201;0.44
Rosen;-0.228887;0.363765;3.472e-08;0.774716;0,619837;201;0.44
Rosen;0.82926;0.954781;0.774716;0.774716;1,23967;165;0.44
Rosen;0.252653;-0.727635;2.67347e-07;-0.774716;0,619837;185;0.44
Rosen;-0.743904;0.0622492;-0.774716;4.59688e-07;0,619837;177;0.44
Rosen;0.52489;-0.487527;0.774715;1.45286e-07;0,619837;177;0.44
Rosen;-0.416704;0.799884;-3.50864e-07;0.774716;0,619837;177;0.44
Rosen;0.464832;-0.0849752;0.774716;6.14234e-08;0,619837;181;0.44
Rosen;-0.334651;-0.910207;1.54013e-07;-0.774716;0,619837;201;0.44
Rosen;-0.494974;0.974009;-1.79137e-07;0.774716;0,619837;169;0.44
Rosen;0.445317;0.0834399;0.774716;-4.18643e-07;0,619837;213;0.44
Rosen;0.402486;-0.138437;0.774716;-2.19891e-07;0,619837;177;0.44
Rosen;-0.366881;0.144088;2.61485e-08;5.43062e-07;9,41E-12;197;0.44
Rosen;-0.972275;0.341667;-0.774715;0.774716;1,23967;153;0.44
Rosen;-0.507425;-0.557577;2.9834e-07;-7.04071e-07;1,86E-11;169;0.44
Rosen;-0.0757701;-0.856968;4.57314e-07;-0.774715;0,619837;181;0.44
Rosen;-0.0804697;0.222278;2.21828e-08;-1.96735e-07;1,25E-12;201;0.44
Rosen;0.997307;0.281854;-2.13509e-07;0.774716;0,619837;209;0.44
Rosen;0.159703;-0.823596;-4.14281e-07;-0.774716;0,619837;193;0.44
Rosen;0.521575;-0.115307;0.774716;1.79421e-09;0,619837;213;0.44
Rosen;0.527961;0.771761;0.774715;0.774716;1,23967;197;0.44
Rosen;0.464767;-0.656284;0.774715;-0.774716;1,23967;177;0.44
Rosen;0.628868;-0.435764;6.46609e-07;-4.4136e-09;1,33E-11;201;0.44
Rosen;0.125114;-0.781612;3.44664e-07;-0.774716;0,619837;185;0.44
Rosen;0.726977;0.739961;0.774715;0.774716;1,23967;165;0.44
Rosen;0.249056;-0.397172;4.86595e-07;5.16023e-08;7,62E-12;177;0.44
Rosen;-0.828666;0.954643;-0.774716;0.774716;1,23967;189;0.44
Rosen;0.769189;0.531059;0.774716;0.774716;1,23967;149;0.44
Rosen;-0.377588;-0.448043;3.68649e-07;-1.77018e-08;4,34E-12;181;0.44
Rosen;-0.620868;-0.043866;-2.70641e-07;4.65333e-07;9,23E-12;193;0.44
Rosen;-0.558283;0.830974;4.24593e-07;0.774716;0,619837;197;0.44
Rosen;0.50689;0.00424168;0.774716;-3.35881e-08;0,619837;201;0.44
Rosen;-0.996231;-0.339466;-5.12524e-07;2.99898e-07;1,12E-11;185;0.44
Rosen;-0.938656;-0.916147;-0.774715;-0.774716;1,23967;201;0.44
Rosen;-0.0802127;-0.757068;-4.87128e-07;-0.774716;0,619837;177;0.44
Rosen;0.591617;0.0463801;3.82495e-07;2.19107e-07;6,19E-12;193;0.44
Rosen;0.38559;-0.467398;0.774716;1.03409e-07;0,619837;181;0.44
Rosen;-0.388517;0.578215;-1.80977e-07;-2.96184e-07;3,84E-12;189;0.44
Rosen;-0.638335;-0.522287;-3.69685e-07;1.05507e-07;4,71E-12;193;0.44
Rosen;-0.635924;0.0713949;-3.19504e-07;-4.67643e-07;1,02E-11;181;0.44
Rosen;-0.165327;0.825873;5.09931e-07;0.774716;0,619837;169;0.44
Rosen;0.539597;-0.680632;-3.9021e-07;-0.774716;0,619837;189;0.44
Rosen;-0.55294;0.879721;3.81582e-08;0.774715;0,619837;181;0.44
Rosen;0.000799299;0.11413;1.06896e-07;-1.2646e-07;8,73E-13;169;0.44
Rosen;-0.762906;0.283108;-0.774716;0.774715;1,23967;161;0.44
Rosen;-0.611925;0.596717;6.6008e-07;2.78868e-07;1,64E-11;185;0.44
Rosen;0.333744;-0.62915;0.774716;-4.42628e-07;0,619837;181;0.44
Rosen;0.317556;-0.209634;0.774716;4.45836e-07;0,619837;201;0.44
Rosen;0.430698;0.312085;0.774715;0.774716;1,23967;197;0.44
Rosen;0.564907;-0.76492;-5.18844e-07;-0.774716;0,619837;185;0.44
